term,sentiment
spirituality,0
spiritually,0
spit,-1
spitball,-1
spite,-2
spiteful,-2
spitefully,-2
spitefulness,-2
spitfire,-1
spittle,-1
spittoon,-1
splash,0
splashdown,0
splashy,0
splat,0
splatter,0
splay,0
spleen,0
splendid,2
splendidly,2
splendor,2
splenetic,-1
splice,0
splint,0
splinter,0
split,-1
splitting,-1
splotch,-1
splotchy,-1
splurge,0
splutter,0
spoil,-2
spoilage,-1
spoiled,-2
spoiler,-1
spoilsport,-2
spoilt,-2
spoke,0
spoken,0
spokesman,0
spokesperson,0
spokeswoman,0
sponge,0
sponger,-2
spongy,0
sponsor,0
sponsorship,0
spontaneity,1
spontaneous,2
spontaneously,2
spoof,0
spook,-1
spooky,0
spool,0
spoon,0
spoonbill,0
spoonerism,0
spoonful,0
spoor,0
sporadic,0
sporadically,0
spore,0
sport,0
sporting,2
sportive,1
sports,0
sportscast,0
sportscaster,0
sportsman,0
sportsmanlike,1
sportsmanship,2
sportswear,0
sportswoman,0
sporty,1
spot,0
spot-check,0
spotless,1
spotlessly,1
spotlight,0
spotted,0
spotter,0
spotty,-1
spouse,0
spout,0
sprain,-1
sprang,0
sprat,0
sprawl,0
spray,0
sprayer,0
spread,0
spread-eagle,0
spreadsheet,0
spree,0
sprig,0
sprightliness,2
sprightly,1
spring,0
springboard,0
springtime,0
springy,0
sprinkle,0
sprinkler,0
sprinkling,0
sprint,0
sprinter,0
sprite,0
sprocket,0
sprout,0
spruce,0
sprung,0
spry,1
spryly,1
spud,0
spume,0
spun,0
spunk,0
spunky,1
spur,1
spurious,-2
spuriously,-2
spurn,-2
spurt,0
sputter,-1
sputum,-1
spy,0
spyglass,0
sq.,0
squab,0
squabble,-1
squad,0
squadron,0
squalid,-2
squall,0
squalor,-2
squander,-2
square,0
squarely,0
squareness,0
square-rigged,0
squash,-1
squat,0
squatter,-1
squaw,-1
squawk,-1
squeak,0
squeaky,0
squeal,0
squeamish,-1
squeamishness,-1
squeegee,0
squeeze,0
squelch,-1
squid,0
squiggle,0
squint,0
squire,0
squirm,-1
squirmy,-1
squirrel,0
squirt,0
squish,0
squishy,0
sr.,0
stab,-2
stability,2
stabilization,1
stabilize,2
stabilizer,0
stable,2
staccato,0
stack,0
stacks,0
stadia,0
stadium,0
staff,0
staffer,0
stag,0
stage,0
stagecoach,0
stagehand,0
stagflation,-1
stagger,0
staggering,-1
stagnant,-2
stagnate,-1
stagnation,-1
staid,0
staidly,0
stain,-1
stainless,2
stair,0
staircase,0
stairway,0
stairwell,0
stake,0
stakeout,0
stalactite,0
stalagmite,0
stale,-2
stalemate,-2
staleness,-1
stalk,-1
stalker,-2
stall,-1
stallion,0
stalwart,1
stamen,0
stamina,0
stammer,-1
stammerer,-1
stamp,0
stampede,-1
stance,0
stanch,0
stanchion,0
stand,0
stand-alone,0
standard,1
standardization,0
standardize,0
standby,0
standing,0
standoff,-1
standoffish,-1
standout,1
standpoint,0
standstill,-1
stand-up,0
stank,-2
stanza,0
staph,-1
staphylococcus,-2
staple,0
stapler,0
star,2
starboard,0
starch,0
starchy,0
stardom,2
stare,0
starfish,0
stark,-1
starkly,-1
starless,0
starlet,0
starlight,0
starling,0
starlit,1
starry,1
starry-eyed,1
start,0
starter,0
startle,-1
startling,0
starvation,-2
starve,-2
stash,0
state,0
statehood,0
statehouse,0
stateless,0
stateliness,1
stately,1
statement,0
state-of-the-art,2
stateroom,0
stateside,0
statesman,0
statesmanlike,0
statesmanship,0
static,-1
station,0
stationary,0
stationer,0
stationery,0
statistic,0
statistical,0
statistically,0
statistician,0
statistics,0
statuary,0
statue,0
statuesque,1
statuette,0
stature,1
status,0
statute,0
statutory,0
staunch,1
staunchly,1
stave,0
staves,0
stay,0
stead,0
steadfast,2
steadfastly,2
steadfastness,2
steadily,1
steadiness,2
steady,2
steak,0
steakhouse,0
steal,-2
stealth,0
stealthily,0
stealthy,0
steam,0
steamboat,0
steamer,0
steamroller,-1
steamship,0
steamy,0
steed,0
steel,0
steely,0
steep,0
steeple,0
steeplechase,0
steeplejack,0
steeply,0
steepness,-1
steer,0
steerage,0
stein,0
stellar,3
stem,0
stench,-2
stencil,0
stenographer,0
stenography,0
stentorian,0
step,0
stepbrother,0
stepchild,0
stepchildren,0
stepdaughter,0
stepfather,0
stepladder,0
stepmother,0
stepparent,0
steppe,0
steppingstone,0
stepsister,0
stepson,0
stereo,0
stereophonic,0
stereoscope,0
stereotype,-1
stereotyped,-1
sterile,-1
sterility,-1
sterilization,0
sterilize,0
sterling,3
stern,-1
sterna,0
sternly,-1
sternness,0
sternum,0
steroid,0
stethoscope,0
stevedore,0
stew,-1
steward,0
stewardess,0
stewardship,0
stick,0
sticker,0
stickiness,0
stick-in-the-mud,-2
stickler,0
stickup,-2
sticky,0
stiff,-1
stiffen,0
stiffener,0
stiffly,-1
stiff-necked,-2
stiffness,-1
stifle,-1
stifling,-2
stigma,-1
stigmata,-1
stigmatize,-2
stile,0
stiletto,0
still,0
stillbirth,-1
stillborn,-1
stillness,0
stilt,0
stilted,-1
stimulant,0
stimulate,1
stimulating,1
stimulation,1
stimuli,0
stimulus,0
sting,-1
stinger,-1
stingily,-2
stinginess,-2
stingray,0
stingy,-1
stink,-2
stinker,-1
stinking,-2
stint,0
stipend,0
stipple,0
stipulate,0
stipulation,0
stir,0
stirring,1
stirrup,0
stitch,0
stoat,0
stock,0
stockade,0
stockbroker,0
stockholder,0
stockiness,0
stocking,0
stockpile,0
stockroom,0
stock-still,0
stocky,0
stockyard,0
stodginess,-1
stodgy,-1
stoic,-1
stoical,-1
stoically,-1
stoicism,0
stoke,0
stoker,0
stole,-2
stolen,-2
stolid,-1
stolidly,0
stomach,0
stomachache,-1
stomp,0
stone,0
stone-cold,-2
stoned,-1
stonewall,-2
stonework,0
stonily,-1
stony,-1
stood,0
stooge,-2
stool,0
stoop,0
stop,0
stopcock,0
stopgap,0
stoplight,0
stopover,0
stoppage,0
stopper,0
stopwatch,0
storage,0
store,0
storefront,0
storehouse,0
storekeeper,0
storeroom,0
storey,0
storied,0
stork,0
storm,0
stormily,-1
storminess,-1
stormy,-1
story,0
storybook,0
storyteller,0
stout,0
stoutly,0
stoutness,0
stove,0
stovepipe,0
stow,0
stowaway,-1
straddle,0
strafe,0
straggle,-1
straggler,-1
straggly,-1
straight,1
straightaway,0
straighten,0
straightforward,1
straightjacket,-2
straightness,0
strain,-1
strained,-1
strainer,0
strait,0
straitjacket,-2
strait-laced,0
strand,-1
strange,-1
strangely,-1
strangeness,-1
stranger,-1
strangle,-2
stranglehold,-1
strangler,-2
strangulate,-2
strangulation,-2
strap,0
strapless,0
strapped,-1
strapping,0
strata,0
stratagem,0
strategic,2
strategically,2
strategist,1
strategy,0
stratification,0
stratify,0
stratosphere,0
stratum,0
straw,0
strawberry,0
stray,0
streak,0
streaky,0
stream,0
streamer,0
streamline,0
streamlined,1
street,0
streetcar,0
streetlight,0
streetwalker,-2
streetwise,1
strength,0
strengthen,1
strenuous,-1
strenuously,-1
streptococci,-2
streptococcus,-2
streptomycin,0
stress,-1
stressful,-2
stretch,0
stretcher,0
stretchy,0
strew,-1
strewn,-1
stricken,-2
strict,-1
strictly,-1
strictness,0
stricture,-1
stridden,-1
stride,0
strident,-1
stridently,-1
strife,-2
strike,0
strikeout,-1
striker,0
striking,2
strikingly,2
string,0
stringency,0
stringent,-1
stringently,0
stringer,0
strings,0
stringy,0
strip,0
stripe,0
striped,0
stripling,0
stripper,-1
striptease,-1
strive,0
striven,1
strobe,0
strode,0
stroke,0
stroll,0
stroller,0
strong,2
strong-arm,-2
strongbox,0
stronghold,0
strongly,0
strong-minded,1
strontium,0
strop,0
strove,0
struck,0
structural,0
structure,0
strudel,0
struggle,-2
strum,0
strumpet,-2
strung,0
strut,-1
strychnine,-2
stub,0
stubble,0
stubbly,0
stubborn,-1
stubbornly,-2
stubbornness,-2
stubby,0
stucco,0
stuck,-1
stuck-up,-2
stud,0
student,0
studied,0
studio,0
studious,1
studiously,1
study,0
stuff,0
stuffiness,-1
stuffing,0
stuffy,-1
stultification,-1
stultify,0
stumble,-1
stump,-1
stumpy,0
stun,-1
stung,-1
stunk,-2
stunning,3
stunningly,3
stunt,-1
stupefaction,-1
stupefy,-1
stupendous,3
stupendously,3
stupid,-2
stupidity,-2
stupidly,-2
stupor,-1
sturdily,1
sturdiness,2
sturdy,1
sturgeon,0
stutter,-1
stutterer,-1
sty,-1
stye,-1
style,0
styli,0
stylish,2
stylishly,2
stylishness,2
stylist,0
stylistic,0
stylistically,0
stylize,0
stylus,0
stymie,-1
styptic,0
suave,2
suavely,2
suavity,2
sub,0
subatomic,0
subbasement,0
subcommittee,0
subcompact,0
subconscious,0
subconsciously,0
subcontinent,0
subcontract,0
subcontractor,0
subculture,0
subcutaneous,0
subdivide,0
subdivision,0
subdue,0
subheading,0
subhuman,-1
subj.,0
subject,0
subjection,-1
subjective,0
subjectively,0
subjectivity,0
subjugate,-2
subjugation,-2
subjunctive,0
sublease,0
sublet,0
sublimate,0
sublimation,0
sublime,3
subliminal,0
submarine,0
submerge,0
submergence,0
submersible,0
submersion,0
submission,0
submissive,-1
submit,0
subnormal,-2
subordinate,0
subordination,-1
suborn,-2
subplot,0
subpoena,0
subscribe,0
subscriber,0
subscript,0
subscription,0
subsequent,0
subsequently,0
subservience,-1
subservient,-1
subset,0
subside,0
subsidence,0
subsidiary,0
subsidization,0
subsidize,0
subsidy,0
subsist,0
subsistence,-1
subsoil,0
subsonic,0
substance,0
substandard,-2
substantial,1
substantially,0
substantiate,0
substantiation,0
substantive,1
substation,0
substitute,0
substitution,0
substrata,0
substratum,0
substructure,0
subsume,0
subterfuge,-1
subterranean,0
subtitle,0
subtle,1
subtlety,0
subtly,0
subtotal,0
subtract,-1
subtraction,0
subtropical,0
suburb,0
suburban,0
suburbanite,0
suburbia,0
subversion,-2
subversive,-1
subvert,-2
subway,0
succeed,2
success,2
successful,2
successfully,2
succession,0
successive,0
successively,0
successor,0
succinct,1
succinctly,1
succinctness,2
succor,0
succotash,0
succulence,2
succulent,1
succumb,-2
such,0
suck,-2
sucker,-2
suckle,0
suckling,0
sucrose,0
suction,0
sudden,0
suddenly,0
suddenness,0
suds,0
sudsy,0
sue,-1
suede,0
suet,0
suffer,-2
sufferance,-1
sufferer,-2
suffering,-2
suffice,1
sufficiency,0
sufficient,1
sufficiently,1
suffix,0
suffocate,-2
suffocation,-2
suffrage,0
suffragette,0
suffuse,0
suffusion,0
sugar,0
sugarcane,0
sugarcoat,-2
sugarless,0
sugary,0
suggest,0
suggestible,-1
suggestion,0
suggestive,0
suggestively,0
suicidal,-2
suicide,-2
suit,0
suitability,1
suitable,1
suitably,1
suitcase,0
suite,0
suitor,0
sukiyaki,0
sulfate,0
sulfide,0
sulfur,0
sulfuric,0
sulfurous,0
sulk,-1
sulkily,-2
sulkiness,-2
sulky,-2
sullen,-2
sullenly,-2
sullenness,-2
sully,-2
sulphur,0
sultan,0
sultana,0
sultanate,0
sultry,0
sum,0
sumac,0
sumach,0
summarily,0
summarize,0
summary,0
summation,0
summer,0
summerhouse,0
summertime,0
summery,2
summit,0
summon,-1
summons,-1
sumptuous,2
sun,0
sunbathe,0
sunbather,0
sunbeam,0
sunblock,0
sunbonnet,0
sunburn,0
sunburnt,0
sundae,0
sunder,-1
sundial,0
sundown,0
sundries,0
sundry,0
sunfish,0
sunflower,0
sung,0
sunglasses,0
sunk,-1
sunken,0
sunlamp,0
sunless,0
sunlight,0
sunlit,2
sunny,2
sunrise,1
sunroof,0
sunscreen,0
sunset,0
sunshine,0
sunspot,0
sunstroke,-2
suntan,0
sunup,0
sup,0
super,2
superabundance,2
superabundant,0
superannuated,-1
superb,3
superbly,3
supercilious,-2
superego,0
superficial,-2
superficiality,-1
superficially,-2
superfluity,-1
superfluous,-2
superhighway,0
superhuman,3
superimpose,0
superintend,0
superintendence,0
superintendent,0
superior,2
superiority,1
superlative,3
superlatively,3
superman,0
supermarket,0
supernatural,0
supernova,0
supernovae,0
supernumerary,0
superpower,0
superscript,0
supersede,0
supersonic,1
superstar,0
superstition,-1
superstitious,-1
superstructure,0
supertanker,0
supervise,0
supervision,0
supervisor,0
supervisory,0
supine,0
supper,0
supplant,0
supple,1
supplement,0
supplemental,0
supplementary,0
suppliant,-1
supplicant,0
supplicate,0
supplication,0
supplier,0
supplies,0
supply,0
support,1
supportable,0
supporter,0
supportive,2
suppose,0
supposed,0
supposedly,0
supposing,0
supposition,0
suppository,0
suppress,-1
suppression,-1
supranational,0
supremacist,-2
supremacy,0
supreme,2
supremely,2
surcharge,0
sure,1
surefire,2
surefooted,1
surely,0
sureness,1
surety,0
surf,0
surface,0
surfboard,0
surfeit,0
surfer,0
surfing,0
surge,0
surgeon,0
surgery,0
surgical,0
surgically,0
surliness,-2
surly,-1
surmise,0
surmount,1
surmountable,1
surname,0
surpass,1
surplice,0
surplus,0
surprise,0
surprising,1
surprisingly,1
surreal,0
surrealism,0
surrealist,0
surrealistic,0
surrender,-1
surreptitious,-1
surreptitiously,-1
surrey,0
surrogate,0
surround,0
surroundings,0
surtax,0
surveillance,0
survey,0
surveyor,0
survival,1
survive,0
survivor,1
susceptibility,-1
susceptible,-1
sushi,0
suspect,-1
suspend,0
suspenders,0
suspense,0
suspenseful,0
suspension,-1
suspicion,-2
suspicious,-1
suspiciously,-2
sustain,0
sustenance,0
suture,0
svelte,2
swab,0
swaddle,0
swag,0
swagger,-1
swain,0
swallow,0
swallowtail,0
swam,0
swami,0
swamp,-1
swampy,-1
swan,0
swank,-1
swanky,1
swap,0
sward,0
swarm,-1
swarthy,0
swashbuckler,0
swashbuckling,0
swastika,0
swat,0
swatch,0
swath,0
swathe,0
swatter,0
sway,0
swear,0
swearword,-1
sweat,0
sweater,0
sweatshirt,0
sweatshop,-1
sweaty,-1
swedish,0
sweep,0
sweeper,0
sweeping,0
sweepings,0
sweepstakes,0
sweet,2
sweetbread,0
sweeten,1
sweetener,0
sweetheart,1
sweetie,2
sweetish,0
sweetly,2
sweetmeat,0
sweetness,2
sweet-talk,0
swell,0
swelling,-1
swelter,-1
sweltering,-1
swept,0
swerve,-1
swift,1
swiftly,1
swiftness,1
swig,0
swill,0
swim,0
swimmer,0
swimming,0
swimsuit,0
swindle,-2
swindler,-2
swine,0
swing,0
swinger,0
swinish,-2
swipe,-1
swirl,0
swish,0
swiss,0
switch,0
switchblade,0
switchboard,0
swivel,0
swollen,-1
swoon,0
swoop,0
swop,0
sword,0
swordfish,0
swordplay,0
swordsman,0
swore,-1
sworn,0
swum,0
swung,0
sycamore,0
sycophant,-2
sycophantic,-2
syllabi,0
syllabic,0
syllabication,0
syllabification,0
syllabify,0
syllable,0
syllabus,0
syllogism,0
sylph,0
sylvan,1
symbiosis,0
symbiotic,0
symbol,0
symbolic,0
symbolically,0
symbolism,0
symbolize,0
symmetric,0
symmetrical,0
symmetrically,0
symmetry,0
sympathetic,1
sympathetically,1
sympathize,0
sympathizer,0
sympathy,2
symphonic,0
symphony,0
symposia,0
symposium,0
symptom,-1
symptomatic,0
synagog,0
synagogue,0
synapse,0
sync,0
synch,0
synchronization,0
synchronize,0
synchronous,0
syncopate,0
syncopation,0
syndicate,0
syndication,0
syndrome,-1
synergism,0
synergistic,1
synergy,0
synod,0
synonym,0
synonymous,0
synopses,0
synopsis,0
syntactic,0
syntax,0
syntheses,0
synthesis,0
synthesize,0
synthesizer,0
synthetic,0
synthetically,0
syphilis,-2
syphilitic,-2
syrian,0
syringe,0
syrup,0
syrupy,0
system,0
systematic,1
systematically,0
systematize,0
systemic,0
systolic,0
t,0
tab,0
tabby,0
tabernacle,0
table,0
tableau,0
tableaux,0
tablecloth,0
tableland,0
tablespoon,0
tablespoonful,0
tablet,0
tableware,0
tabloid,-1
taboo,-1
tabular,0
tabulate,0
tabulation,0
tabulator,0
tachometer,0
tacit,0
tacitly,0
taciturn,-1
taciturnity,-1
tack,0
tackiness,-1
tackle,0
tackler,0
tacky,-1
taco,0
tact,0
tactful,2
tactfully,2
tactic,0
tactical,2
tactically,2
tactician,0
tactics,0
tactile,0
tactless,-2
tactlessly,-2
tactlessness,-2
tad,0
tadpole,0
taffeta,0
taffy,0
tag,0
tail,0
tailgate,-1
tailless,0
taillight,0
tailor,0
tailpipe,0
tails,0
tailspin,-1
tailwind,0
taint,-2
tainted,-2
taiwanese,0
take,0
taken,0
takeoff,0
takeout,0
takeover,0
taker,0
taking,0
talc,0
tale,0
talent,2
talented,2
talisman,0
talk,0
talkative,-1
talkativeness,0
talker,0
tall,1
tallness,0
tallow,0
tally,0
talon,0
tamable,1
tamale,0
tamarind,0
tambourine,0
tame,1
tamely,0
tameness,0
tamer,0
tamp,0
tamper,-1
tampon,0
tan,0
tanager,0
tandem,0
tang,0
tangelo,0
tangent,0
tangential,0
tangerine,0
tangibility,0
tangible,0
tangibly,0
tangle,-1
tango,0
tangy,0
tank,-2
tankard,0
tanker,0
tankful,0
tanner,0
tannery,0
tannin,0
tantalize,1
tantalizing,2
tantamount,0
tantrum,-2
tap,0
tape,0
taper,0
tapestry,0
tapeworm,-2
tapioca,0
tapir,0
taproot,0
taps,0
tar,-2
tarantula,-1
tardily,-1
tardiness,-1
tardy,-2
target,0
tariff,0
tarmac,0
tarnish,-2
taro,0
tarot,0
tarp,0
tarpaulin,0
tarpon,0
tarragon,0
tarry,0
tart,0
tartan,0
tartar,0
tartly,-1
tartness,-1
task,0
taskmaster,0
tassel,0
taste,0
tasteful,2
tastefully,2
tasteless,-2
tastelessly,-1
taster,0
tastiness,2
tasty,2
tat,0
tatter,-1
tattered,-1
tatters,-1
tatting,0
tattle,-1
tattler,0
tattletale,-2
tattoo,0
taught,0
taunt,-2
taupe,0
taut,0
tautly,0
tautness,0
tautological,0
tautology,0
tavern,0
tawdry,-2
tawny,0
tax,0
taxable,0
taxation,0
taxi,0
taxicab,0
taxidermist,0
taxidermy,0
taxing,-1
taxonomy,0
taxpayer,0
tbs.,0
tbsp.,0
tea,0
teach,0
teachable,1
teacher,0
teaching,0
teacup,0
teak,0
teakettle,0
teal,0
team,0
teammate,0
teamster,0
teamwork,0
teapot,0
tear,0
teardrop,0
tearful,-1
tearfully,-2
tearjerker,0
tease,-1
teaspoon,0
teaspoonful,0
teat,0
tech.,0
technical,0
technicality,0
technically,0
technician,0
technique,0
technocracy,0
technocrat,0
technological,0
technologically,0
technologist,0
technology,0
tedious,-2
tediously,-2
tediousness,-1
tedium,-1
tee,0
teem,0
teen,0
teenage,0
teenaged,0
teenager,0
teens,0
teeny,0
teepee,0
teeter,0
teeter-totter,-1
teeth,0
teethe,0
teetotal,0
teetotaler,0
teetotaller,0
tel.,0
telecast,0
telecaster,0
telecommunication,0
telecommunications,0
telecommute,0
teleconference,0
telegram,0
telegraph,0
telegrapher,0
telegraphic,0
telegraphy,0
telekinesis,0
telemarketing,-1
telemetry,0
telepathic,0
telepathy,0
telephone,0
telephonic,0
telephoto,0
telescope,0
telescopic,0
telethon,0
televangelist,0
televise,0
television,0
tell,0
teller,0
telling,0
tellingly,0
telltale,0
temblor,-1
temerity,-1
temp,0
temp.,0
temper,-1
tempera,0
temperament,0
temperamental,-1
temperamentally,-2
temperance,1
temperate,0
temperature,0
tempered,0
tempest,-1
tempestuous,0
tempestuously,-1
tempi,0
template,0
temple,0
tempo,0
temporal,0
temporarily,0
temporary,0
temporize,0
tempt,-1
temptation,-1
tempter,-1
tempting,0
temptingly,1
temptress,-2
tempura,0
ten,0
tenability,0
tenable,0
tenacious,1
tenaciously,1
tenacity,2
tenancy,0
tenant,0
tend,0
tendency,0
tendentious,0
tendentiously,0
tender,2
tenderfeet,0
tenderfoot,0
tenderhearted,2
tenderize,0
tenderizer,0
tenderloin,0
tenderly,2
tenderness,2
tendinitis,-1
tendon,0
tendril,0
tenement,0
tenet,0
tenfold,0
tennis,0
tenon,0
tenor,0
tense,-1
tensely,-1
tenseness,-1
tensile,0
tension,-1
tent,0
tentacle,0
tentative,0
tentatively,0
tenth,0
tenuous,-1
tenuously,-1
tenure,0
tepee,0
tepid,-1
tequila,0
term,0
terminal,-1
terminally,-2
terminate,-1
termination,-1
termini,0
terminology,0
terminus,0
termite,-1
terms,0
tern,0
terrace,0
terrain,0
terrapin,0
terraria,0
terrarium,0
terrestrial,0
terrible,-2
terribly,-2
terrier,0
terrific,3
terrifically,3
terrified,-2
terrify,-2
terrifying,-2
territorial,0
territory,0
terror,-2
terrorism,-2
terrorist,-2
terrorize,-2
terry,0
terse,0
tersely,0
terseness,0
tertiary,0
test,0
testament,0
testate,0
tester,0
testes,0
testicle,0
testify,0
testily,-1
testimonial,1
testimony,0
testiness,-1
testis,0
testosterone,0
testy,-1
tetanus,-2
tete-a-tete,0
tether,0
tetrahedron,0
teutonic,0
text,0
textbook,0
textile,0
textual,0
texture,0
thai,0
thalamus,0
than,0
thank,1
thankful,2
thankfully,2
thankfulness,2
thankless,-2
thanklessly,-2
thanks,1
thanksgiving,2
that,0
thatch,0
thaw,0
the,0
theater,0
theatre,0
theatrical,0
theatrically,0
thee,0
theft,-2
their,0
theirs,0
theism,0
theistic,0
them,0
thematic,0
theme,0
themselves,0
then,0
thence,0
thenceforth,0
theocracy,0
theocratic,0
theologian,0
theological,0
theology,0
theorem,0
theoretical,0
theoretically,0
theoretician,0
theorist,0
theorize,0
theory,0
therapeutic,2
therapeutics,0
therapist,0
therapy,0
there,0
thereabout,0
thereabouts,0
thereafter,0
thereby,0
therefore,0
therein,0
thereof,0
thereon,0
thereto,0
thereupon,0
thermal,0
thermodynamic,0
thermodynamics,0
thermometer,0
thermonuclear,0
thermos,0
thermostat,0
thesauri,0
thesaurus,0
these,0
theses,0
thesis,0
thespian,0
they,0
thiamin,0
thiamine,0
thick,0
thicken,0
thickener,0
thicket,0
thickly,0
thickness,0
thickset,0
thick-skinned,-1
thief,-2
thieve,-2
thievery,-2
thieves,-2
thievish,-2
thigh,0
thighbone,0
thimble,0
thimbleful,0
thin,0
thine,0
thing,0
things,0
think,0
thinker,2
thinly,0
thinner,0
thinness,0
thin-skinned,-1
third,0
thirdly,0
third-rate,-2
thirst,-1
thirstily,0
thirsty,-1
thirteen,0
thirteenth,0
thirtieth,0
thirty,0
this,0
thistle,0
thither,0
tho,0
thong,0
thoraces,0
thoracic,0
thorax,0
thorn,-1
thorny,-1
thorough,0
thoroughbred,1
thoroughfare,0
thoroughgoing,1
thoroughly,2
thoroughness,1
those,0
thou,0
though,0
thought,0
thoughtful,2
thoughtfully,2
thoughtfulness,2
thoughtless,-2
thoughtlessly,-2
thoughtlessness,-2
thousand,0
thousandth,0
thrall,-1
thrash,-1
thrasher,0
thread,0
threadbare,-1
threat,-2
threaten,-2
threatening,-2
threateningly,-2
three,0
three-dimensional,0
threefold,0
threescore,0
threesome,0
thresh,0
thresher,0
threshold,0
threw,0
thrice,0
thrift,1
thriftily,1
thriftiness,1
thrifty,1
thrill,1
thriller,0
thrilling,2
thrive,2
thriven,2
throat,0
throatiness,0
throaty,0
throb,-1
throe,-1
thrombosis,-2
throne,0
throng,0
throttle,-2
through,0
throughout,0
throughway,0
throve,2
throw,0
throwaway,0
throwback,0
thrown,0
thru,0
thrum,0
thrush,0
thrust,0
thruway,0
thud,0
thug,-2
thumb,0
thumbnail,0
thumbscrew,0
thumbtack,0
thump,-1
thunder,0
thunderbolt,0
thunderclap,0
thundercloud,-1
thunderhead,-1
thunderous,0
thundershower,0
thunderstorm,-1
thunderstruck,0
thus,0
thwack,0
thwart,-1
thy,0
thyme,0
thymus,0
thyroid,0
thyself,0
ti,0
tiara,0
tibia,0
tibiae,0
tic,0
tick,0
ticker,0
ticket,0
ticking,0
tickle,1
ticklish,0
tidal,0
tidbit,0
tiddlywinks,0
tide,0
tidewater,0
tidiness,1
tidings,1
tidy,2
tie,0
tiebreaker,0
tier,0
tiff,-1
tiger,0
tight,0
tighten,0
tightfisted,-2
tightly,0
tightness,0
tightrope,-1
tights,0
tightwad,-1
tigress,0
tilde,0
tile,0
tiling,0
till,0
tillage,0
tiller,0
tilt,0
timber,0
timbered,0
timberland,0
timberline,0
timbre,0
time,0
time-consuming,-1
time-honored,1
timekeeper,0
timeless,2
timelessness,2
timely,1
timepiece,0
timer,0
times,0
timetable,0
timeworn,0
timid,-1
timidity,-1
timidly,-1
timing,0
timorous,-1
timorously,-1
timpani,0
timpanist,0
tin,0
tincture,0
tinder,0
tinderbox,-1
tine,0
tinfoil,0
tinge,0
tingle,1
tingly,0
tinker,0
tinkle,0
tinny,-1
tinsel,0
tint,0
tintinnabulation,0
tiny,0
tip,0
tipper,0
tipple,0
tippler,-1
tipsily,-1
tipster,0
tipsy,-1
tiptoe,0
tiptop,2
tirade,-2
tire,-1
tired,-1
tiredness,-1
tireless,2
tirelessly,2
tirelessness,2
tiresome,-2
tiresomely,-2
tissue,0
tit,0
titan,0
titanic,0
titanium,0
tithe,0
titillate,0
titillation,1
title,0
titled,0
titmice,0
titmouse,0
titter,0
tittle,-1
titular,0
tizzy,-1
to,0
toad,0
toadstool,0
toady,-1
toast,0
toaster,0
toastmaster,0
toasty,1
tobacco,0
tobacconist,0
toboggan,0
tocsin,0
today,0
toddle,0
toddler,0
toddy,0
toe,0
toehold,0
toenail,0
toffee,0
toffy,0
tofu,0
toga,0
together,0
togetherness,2
toggle,0
togs,0
toil,-2
toiler,-1
toilet,0
toiletry,0
toilette,0
toilsome,-1
token,0
tokenism,0
told,0
tolerable,0
tolerably,1
tolerance,1
tolerant,2
tolerantly,1
tolerate,0
toleration,0
toll,-2
tollbooth,0
tollgate,0
tom,0
tomahawk,0
tomato,0
tomb,-1
tomboy,-1
tombstone,0
tomcat,0
tome,0
tomfoolery,-1
tomorrow,0
ton,0
tonal,0
tonality,0
tone,0
tone-deaf,-1
toneless,-1
tongs,0
tongue,0
tongue-in-cheek,0
tongue-tied,-1
tonic,1
tonight,0
tonnage,0
tonsil,0
tonsillectomy,0
tonsillitis,-1
tonsorial,0
tonsure,0
too,0
took,0
tool,0
toolbox,0
toot,0
tooth,0
toothache,-1
toothbrush,0
toothed,0
toothless,-1
toothpaste,0
toothpick,0
toothsome,1
toothy,0
top,2
topaz,0
topcoat,0
top-flight,3
top-heavy,-1
topic,0
topical,0
topically,0
topknot,0
topless,0
topmast,0
topmost,0
top-notch,3
topographer,0
topographic,0
topographical,0
topography,0
topping,0
topple,-1
topsail,0
top-secret,0
topsoil,0
topsy-turvy,0
torch,0
torchlight,0
tore,-1
toreador,0
torment,-2
tormentor,-2
torn,-1
tornado,-2
torpedo,0
torpid,-1
torpor,-1
torque,0
torrent,-1
torrential,0
torrid,-2
torsion,0
torso,0
tort,-1
torte,0
tortilla,0
tortoise,0
tortoiseshell,0
tortuous,-2
tortuously,-2
torture,-3
torturer,-2
toss,0
tossup,0
tot,0
total,0
totalitarian,-1
totalitarianism,-2
totality,0
totally,1
tote,0
totem,0
totter,0
toucan,0
touch,0
touch-and-go,0
touchdown,0
touche,0
touched,2
touching,2
touchstone,0
touch-type,0
touchy,-1
touchy-feely,0
tough,0
toughen,0
toughly,0
toughness,0
toupee,0
tour,0
tourism,0
tourist,0
tournament,0
tourniquet,0
tousle,0
tout,-1
tow,0
toward,0
towards,0
towel,0
toweling,0
towelling,0
tower,0
towering,0
towhead,0
towheaded,0
town,0
townsfolk,0
township,0
townspeople,0
towpath,0
toxic,-2
toxicity,-1
toxicologist,0
toxicology,0
toxin,-1
toy,-1
trace,0
traceable,0
tracer,0
tracery,0
trachea,0
tracheae,0
tracing,0
track,0
tracker,0
tract,0
tractable,1
traction,0
tractor,0
trade,0
trademark,0
trader,0
tradesman,0
tradition,0
traditional,0
traditionalist,0
traditionally,0
traduce,-2
traffic,0
trafficker,-2
